smiles,fitness,score,generation
c1cc(-c2cc3c4ccccc4c4c(ccc5cc[nH]c54)c3o2)c2cocc2c1,7.6337,0.48712683,0.0
C1=C(c2ccccn2)Cc2c1ccc1c2[nH]c2ccc3cscc3c21,6.0275,-0.33558267,0.0
c1cc2csc(-c3cc4sc5c(ccc6ccc7cscc7c65)c4c4cscc34)c2o1,10.1118,0.95555854,0.0
C1=CCC(c2cc3ccc4c5[nH]ccc5c5ccccc5c4c3c3c2=CCC=3)=C1,5.9355,-0.37959868,0.0
c1cc2c3c[nH]cc3c3c4cnc(-c5scc6ccoc56)cc4c4cscc4c3c2[nH]1,8.04,0.63826525,0.0
c1coc(-c2cnc3c(c2)c2nsnc2c2c4ccccc4c4cocc4c32)c1,6.5521,-0.061158597,0.0
c1cnc2c(-c3scc4cc[nH]c34)sc(-c3sc(-c4scc5ccoc45)c4nccnc34)c2n1,8.0475,0.64069784,0.0
c1cncc(-c2cc3[nH]c4c5[nH]ccc5c5c[nH]cc5c4c3cn2)c1,4.7407,-0.78383154,0.0
c1cc2c(cn1)c1oc3cc(-c4nccc5nsnc45)c4cocc4c3c1C2,5.2119,-0.6621664,0.0
c1ccc(-c2cc3cc4c5cocc5c5ccccc5c4cc3c3cscc23)cc1,8.7741,0.8204112,0.0
C1=c2c(-c3cncs3)cc3[nH]c4c5c(ccc6nsnc65)c5c[nH]cc5c4c3c2=CC1,5.0485,-0.7095747,0.0
C1=Cc2sc3c(ncc4cc(-c5cccc6cocc56)c5ccccc5c43)c2C1,7.5852,0.46656644,0.0
c1cnc2cc3c(cc2c1)c1cscc1c1cc(-c2cccc4nsnc24)c2cscc2c13,8.6423,0.79532146,0.0
c1cc2cc3sc4cc(-c5scc6[nH]ccc56)c5cocc5c4c3cc2cn1,7.5587,0.4551134,0.0
c1cc2c(-c3cc4ccc5c(sc6ccc7nsnc7c65)c4c4cocc34)scc2[nH]1,8.1684,0.6781603,0.0
C1=c2c(c3c4occc4c4cscc4c3c3c2cc(-c2nccs2)c2cscc23)=CC1,7.2568,0.3144399,0.0
C1=c2cccc(-c3ccc4c(c3)sc3c4ccc4cc[nH]c43)c2=CC1,5.1675,-0.67562807,0.0
c1cc(-c2ccc(-c3ccc(-c4scc5[nH]ccc45)o3)c3ccccc23)c2nsnc2c1,7.9813,0.6187825,0.0
c1csc(-c2ncc(-c3ccc(-c4scc5nccnc45)c4nsnc34)c3nsnc23)n1,5.5532,-0.54368746,0.0
c1cnc2c(c1)cnc1c3[nH]c(-c4cncc5nsnc45)cc3sc21,4.3925,-0.84724367,0.0
c1ccc(-c2cc3c4c[nH]cc4c4c5ccccc5ccc4c3c3cocc23)nc1,7.4357,0.3999883,0.0
c1ccc2c(c1)ccc1sc3c(cnc4cc(-c5cncc6nsnc56)c5cocc5c43)c12,7.5688,0.4594965,0.0
c1cc2cnc3c4c(c5nsnc5c4c2c2c[nH]cc32)c2cocc1c12,,0.0,0.0
C1=Cc2csc(-c3sc(-c4ccc(-c5scc6ccoc56)s4)c4nccnc34)c2C1,8.1923,0.6851809,0.0
C1=c2cccc(-c3cc4cnc5c(oc6ccc7cocc7c65)c4c4c[nH]cc34)c2=CC1,5.9934,-0.35208207,0.0
c1cnc2c(c1)c1nsnc1c1c3ncc(-c4scc5ccsc45)cc3c3cocc3c21,7.6303,0.4857025,0.0
C1=Cc2oc3c4oc(-c5nccc6nsnc56)cc4c4c[nH]cc4c3c2C1,5.2963,-0.63535655,0.0
c1cc(-c2sc(-c3sc(-c4scc5cc[nH]c45)c4occc34)c3ccoc23)c2cocc2c1,9.592,0.92269945,0.0
C1=c2ccc3oc4c(cnc5cc(-c6cccc7c[nH]cc67)oc54)c3c2=CC1,4.8402,-0.7618587,0.0
c1cnc2c(c1)c1cocc1c1c2oc2cc(-c3cncs3)c3nsnc3c21,6.0086,-0.34475362,0.0
c1ccc2c(-c3sc(-c4nccs4)c4ccoc34)ccc(-c3scc4[nH]ccc34)c2c1,8.6478,0.79642797,0.0
C1=C(c2ccc(-c3cccc4nsnc34)[nH]2)CC(c2cccs2)=C1,5.6186,-0.51791614,0.0
c1coc(-c2sc(-c3sc(-c4scc5occc45)c4nccnc34)c3ccoc23)c1,7.9007,0.5907395,0.0
C1=c2c(c3c4[nH]ccc4c4nsnc4c3c3ccc(-c4scc5nccnc45)cc23)=CC1,5.1154,-0.69086874,0.0
c1cc(-c2ccc(-c3ccc(-c4scc5occc45)s3)o2)c2cocc2c1,7.896,0.5890577,0.0
C1=c2c(c3c4cnccc4c4ccccc4c3c3cnccc23)=CC1,4.0541,-0.8920753,0.0
C1=CCC(c2sc(-c3sc(-c4scc5ccsc45)c4sccc34)c3ccsc23)=C1,10.1925,0.95924854,0.0
c1cc(-c2ccc(-c3ccc(-c4scc5cc[nH]c45)c4c[nH]cc34)o2)c2nsnc2c1,7.3094,0.3402089,0.0
c1ccc2c(-c3ccc(-c4scc5[nH]ccc45)nc3)cccc2c1,6.1116,-0.29401636,0.0
c1csc(-c2cc3oc4c(ccc5ccsc54)c3c3cscc23)c1,7.7439,0.5318762,0.0
C1=Cc2oc3c(c2C1)c1ccccc1c1cc(-c2scc4ccsc24)c2nsnc2c13,8.2564,0.70339537,0.0
C1=c2cccc(-c3cc4oc5c(ccc6ccc7cscc7c65)c4c4c[nH]cc34)c2=CC1,7.0669,0.21771693,0.0
c1ccc2c(-c3cnc4c(c3)sc3c5c6c[nH]cc6ccc5c5nsnc5c43)cccc2c1,7.9089,0.59366107,0.0
c1ccc(-c2cc3c4cscc4c4c(ccc5ccc6ccccc6c54)c3[nH]2)cc1,8.5092,0.7668812,0.0
c1ccc(-c2ccc3c(c2)ncc2cc4ccncc4cc23)nc1,4.9982,-0.72301257,0.0
c1ccc2c(c1)cnc1c2c2c[nH]cc2c2cc(-c3cncs3)c3ccccc3c21,7.2992,0.33525014,0.0
c1coc(-c2cc3c(cn2)c2ccc4cccnc4c2c2c[nH]cc32)c1,5.6775,-0.4938708,0.0
c1ccc2c(c1)c1cc(-c3scc4occc34)sc1c1cnc3cc[nH]c3c21,7.5587,0.4551134,0.0
c1cc(-c2cnc(-c3ccc(-c4nccs4)s3)c3nsnc23)c2c[nH]cc2c1,6.0866,-0.306498,0.0
C1=Cc2c(csc2-c2cc3c4c(c5c6cnccc6oc5c3c3cocc23)=CCC=4)C1,6.1429,-0.27824724,0.0
C1=CCC(c2ccc(-c3ccc(-c4ccco4)c4ccccc34)[nH]2)=C1,6.4382,-0.12310952,0.0
C1=c2ccc3ccc4c(c3c2=CC1)Cc1cc(-c2cccc3nsnc23)[nH]c1-4,4.3755,-0.84985524,0.0
c1ccc(-c2cnc3c(cnc4c5c6cscc6ccc5c5cscc5c34)c2)cc1,8.0326,0.6358528,0.0
c1cc2csc(-c3cnc4c(c3)sc3c4ncc4ccoc43)c2[nH]1,5.8005,-0.44116086,0.0
c1cc(-c2ccc(-c3sc(-c4scc5[nH]ccc45)c4nccnc34)s2)c2c[nH]cc2c1,7.7779,0.54512274,0.0
c1cnc2c(c1)oc1cc(-c3scc4cc[nH]c34)c3cscc3c12,6.4055,-0.14074063,0.0
c1coc(-c2cc3cc4c(ccc5cscc54)cc3c3cscc23)c1,7.6824,0.5072428,0.0
c1cnc2c(-c3cc4c5cscc5c5cc6ccc7c[nH]cc7c6cc5c4c4cscc34)scc2n1,9.7286,0.9331013,0.0
C1=Cc2c(csc2-c2cnc3c(c2)[nH]c2c3ccc3ccoc32)C1,5.7601,-0.4588397,0.0
c1cc(-c2cc3c4ccccc4c4c(ncc5ccoc54)c3c3nsnc23)c2cocc2c1,7.7053,0.5165161,0.0
C1=CCC(c2cc3cc4oc5ccsc5c4cc3c3ccccc23)=C1,7.2972,0.33427572,0.0
C1=CCC(c2cc3c4c[nH]cc4c4c(cnc5ccc6cscc6c54)c3c3c2=CCC=3)=C1,6.5452,-0.06493002,0.0
c1ccc2c(c1)c1nsnc1c1c3ccc(-c4cncc5nsnc45)cc3cnc21,5.6126,-0.52032137,0.0
C1=Cc2c(c3c4nsnc4c4cc(-c5cccc6c[nH]cc56)sc4c3c3cscc23)C1,7.9915,0.6222247,0.0
c1ccc(-c2cc3cc4cnc5ccc6cscc6c5c4cc3[nH]2)cc1,6.751,0.047873378,0.0
c1cc2oc3cc(-c4cncc5nsnc45)c4nsnc4c3c2[nH]1,3.9855,-0.8995091,0.0
c1ncnc(-c2cc3[nH]c4c5c6cocc6ccc5c5nsnc5c4c3c3nsnc23)n1,5.0819,-0.7003559,0.0
C1=C(c2nccs2)Cc2c1c1cscc1c1c2c2c(c3ccc4c[nH]cc4c23)=CCC=1,5.716,-0.47773093,0.0
C1=Cc2c(c3oc4ccc5c(c4c3c3nsnc23)=CCC=5)C1,3.1247,-0.95969236,0.0
C1=c2c(-c3scc4nccnc34)cc3cc4oc5ccc6cscc6c5c4cc3c2=CC1,6.5903,-0.040251374,0.0
C1=Cc2c(csc2C2=Cc3cc4cnc5ccoc5c4cc3C2)C1,5.7085,-0.48090106,0.0
c1ncc(-c2cc3sc4c(ncc5ccsc54)c3c3cocc23)s1,6.5339,-0.07110226,0.0
C1=CCC(c2cc3sc4cc5ccc6c(c5cc4c3c3cscc23)=CCC=6)=C1,6.7304,0.036589503,0.0
c1ccc(-c2cc3c4cscc4c4c5ccccc5[nH]c4c3c3cocc23)cc1,8.1022,0.65805364,0.0
C1=c2c(c3cc(-c4cncc5nsnc45)c4nsnc4c3c3cnccc23)=CC1,3.4241,-0.944448,0.0
C1=CCC(c2sc(-c3ccc(-c4nccs4)c4c3=CCC=4)c3sccc23)=C1,6.0613,-0.3190229,0.0
C1=c2c(c3c4c5cscc5ccc4c4cocc4c3c3[nH]c(-c4ncncn4)cc23)=CC1,5.2519,-0.6496611,0.0
C1=Cc2c(csc2-c2cc3oc4cc5ccccc5cc4c3c3c(c23)=CCC=3)C1,,0.0,0.0
C1=c2c(-c3ccccc3)cc3cc4oc5ccccc5c4cc3c2=CC1,5.3709,-0.61030775,0.0
C1=C(c2cccnc2)Cc2c1c1ccccc1c1c3[nH]ccc3c3cscc3c21,7.1807,0.27633083,0.0
C1=Cc2csc(-c3cc4c5cscc5c5c6c(c7cocc7c5c4s3)C=CC6)c2C1,8.8825,0.8389324,0.0
c1cnc2c(c1)Cc1c-2[nH]c2ccc3cscc3c12,4.3488,-0.8538743,0.0
c1cc(-c2ccc(-c3ccc(-c4cccc5cscc45)o3)cc2)c2cscc2c1,8.71,0.80857503,0.0
c1ccc2c(c1)c(-c1scc3ccoc13)cc1occc12,6.0607,-0.31931853,0.0
C1=C(c2cccnc2)Cc2c1ccc1c3cnccc3c3c[nH]cc3c21,5.361,-0.6137055,0.0
C1=Cc2c(c3c(c4nsnc24)-c2[nH]c4ccsc4c2C3)C1,4.3746,-0.8499924,0.0
c1coc(-c2ccc(-c3ccc(-c4cccc5nsnc45)c4cocc34)c3cocc23)c1,7.7777,0.5450455,0.0
c1cc(-c2ccc(-c3ccc(-c4scc5nccnc45)cc3)o2)c2nsnc2c1,6.29,-0.20223421,0.0
c1csc(-c2cc3c4c[nH]cc4c4cc5cc[nH]c5cc4c3c3cscc23)c1,7.8988,0.5900601,0.0
c1ccc(-c2cnc(-c3ccc(-c4cncc5nsnc45)c4cscc34)c3nsnc23)cc1,6.7017,0.020854115,0.0
C1=Cc2ncc3c(c2C1)c1cscc1c1cc(-c2scc4ccoc24)c2ccccc2c13,8.7999,0.82498634,0.0
c1cc(-c2ccc(-c3ccc(-c4nccs4)[nH]3)s2)c2cocc2c1,6.2799,-0.20754385,0.0
c1cc2c(-c3scc4ccsc34)sc(-c3cnc(-c4scc5occc45)s3)c2[nH]1,8.7708,0.81981826,0.0
c1cc2[nH]c3c4c5nsnc5c(-c5cncs5)cc4c4cocc4c3c2[nH]1,5.6768,-0.49416107,0.0
C1=Cc2c(-c3sc(-c4scc5cc[nH]c45)c4ccsc34)sc(-c3ccco3)c2C1,8.7304,0.81241584,0.0
c1cc2[nH]c3c4ncc(-c5scc6ccsc56)cc4cnc3c2o1,5.8005,-0.44116086,0.0
C1=Cc2csc(-c3cc4ccc5c(ccc6ccc7c(-7)c6ccccc6c45)=CCC=7)c4cocc34)c2C1,,0.0,0.0
c1cc2c3cscc3c3c(sc4cc(-c5scc6occc56)c5cocc5c43)c2cn1,9.0383,0.86250687,0.0
c1cc2csc(-c3cc4ccc5c6c(ccc7nsnc76)c6cocc6c5c4s3)c2s1,8.9018,0.8420415,0.0
c1cc2c(-c3sc(-c4ccc(-c5scc6sccc56)cc4)c4ccsc34)scc2[nH]1,9.7828,0.9368427,0.0
c1coc(-c2cc3ncc4c5c6cocc6ccc5c5cscc5c4c3c3nsnc23)c1,7.7668,0.5408273,0.0
C1=C(c2scc3occc23)Cc2c1[nH]c1c2Cc2ccc3cscc3c2-1,6.705,0.022663832,0.0
c1ccc2c(c1)c1ccc3nsnc3c1c1ccc3cocc3c21,5.8971,-0.39748847,0.0
c1ccc(-c2cc3oc4c(ccc5ccc6cscc6c54)c3c3cscc23)nc1,8.2306,0.69617105,0.0
c1csc(-c2cc3c4nsnc4c4c5ccccc5c5nsnc5c4c3c3nsnc23)c1,6.8888,0.12290251,0.0
c1ccc2c(c1)ncc1c3sc(-c4scc5ccsc45)cc3c3ccccc3c21,8.6991,0.80649424,0.0
c1cnc2c(c1)ncc1c2[nH]c2cc(-c3cncc4nsnc34)sc21,4.3925,-0.84724367,0.0
C1=Cc2c(c3c4c[nH]cc4c4cc(-c5ccccn5)c5cocc5c4c3c3c2=CCC=3)C1,5.8165,-0.4340623,0.0
c1c[nH]c(-c2cc3c4ccccc4c4c(cnc5ccc6c[nH]cc6c54)c3s2)c1,7.2323,0.302274,0.0
C1=Cc2c(csc2-c2cc3c4c(c5ccc6cscc6c5c3c3c2=CCC=3)=CCC=4)C1,5.4349,-0.5877962,0.0
C1=CCC(C2=Cc3c(ccc4c[nH]cc34)C2)=C1,3.9937,-0.8986467,0.0
